head,tail,relation
rs530303678,"[['CYP2D7', '(PA134926902)']]",belongs to
rs4803381,"[['nicotine', '(PA450626)']]",increased activity of
rs4803381,"[['CYP2A6', '(PA121)']]",belongs to
rs887829,"[['UGT1A1', '(PA420)']]",belongs to
rs7260629,"[['nicotine', '(PA450626)']]",increased activity of
rs7260629,"[['CYP2A6', '(PA121)']]",belongs to
rs34186955,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased enzyme activity of
rs34186955,"[['AKR1C3', '(PA24679)']]",belongs to
rs17134592,"[['daunorubicin', '(PA449212)']]",decreased enzyme activity of
rs17134592,"[['AKR1C4', '(PA24680)']]",belongs to
rs1043657,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased enzyme activity of
rs1043657,"[['AKR7A2', '(PA24682)']]",belongs to
rs4987102,"[['daunorubicin', '(PA449212)']]",decreased enzyme activity of
rs4987102,"[['AKR1C3', '(PA24679)']]",belongs to
rs35575889,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased enzyme activity of
rs35575889,"[['AKR1C3', '(PA24679)']]",belongs to
rs772226819,"[['halothane', '(PA449845)'], ['isoflurane', '(PA450106)']]",increased sensitivity to
rs772226819,"[['CACNA1S', '(PA85)']]",belongs to
rs1800559,"[['CACNA1S', '(PA85)']]",belongs to
rs1800559,"[['caffeine', '(PA448710)']]",increased sensitivity to
rs1800559,"[['CACNA1S', '(PA85)']]",belongs to
rs148044792,"[['coumarin', '(PA134521193)'], ['nicotine', '(PA450626)']]",decreased enzyme activity of
rs148044792,"[['CYP2A13', '(PA27101)']]",belongs to
rs3801266,"[['NAMPT', '(PA162396933)']]",belongs to
rs1319501,"[['NAMPT', '(PA162396933)']]",belongs to
rs778258371,"[['voriconazole', '(PA10233)']]",decreased clearance of
rs778258371,"[['CYP2C19', '(PA124)']]",belongs to
rs57837628,"[['nicotine', '(PA450626)']]",increased activity of
rs57837628,"[['CYP2A6', '(PA121)']]",belongs to
rs7259706,"[['nicotine', '(PA450626)']]",increased activity of
rs7259706,"[['CYP2A6', '(PA121)']]",belongs to
rs56113850,"[['nicotine', '(PA450626)']]",increased activity of
rs56113850,"[['CYP2A6', '(PA121)']]",belongs to
rs28399453,"[['nicotine', '(PA450626)']]",increased activity of
rs28399453,"[['CYP2A6', '(PA121)']]",belongs to
rs8192733,"[['nicotine', '(PA450626)']]",increased activity of
rs8192733,"[['CYP2A6', '(PA121)']]",belongs to
"SLC22A1*1, SLC22A1*2, SLC22A1*3, SLC22A1*4, SLC22A1*5, SLC22A1*6","[['morphine', '(PA450550)']]",decreased uptake of
"SLC22A1*1, SLC22A1*2, SLC22A1*3, SLC22A1*4, SLC22A1*5, SLC22A1*6","[['SLC22A1', '(PA329)']]",belongs to
"SLC22A1*1, SLC22A1*2","[['proguanil', '(PA451124)']]",decreased uptake of
"SLC22A1*1, SLC22A1*2","[['SLC22A1', '(PA329)']]",belongs to
"SLC22A1*1, SLC22A1*3","[['proguanil', '(PA451124)']]",decreased uptake of
"SLC22A1*1, SLC22A1*3","[['SLC22A1', '(PA329)']]",belongs to
CYP2D6 intermediate metabolizer and extensive metabolizer,"[['tamsulosin', '(PA451583)']]",decreased half-life of
CYP2D6 intermediate metabolizer and extensive metabolizer,"[['CYP2D6', '(PA128)']]",belongs to
rs147255955,"[['CYP2C19', '(PA124)']]",belongs to
rs200346442,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs200346442,"[['CYP2C19', '(PA124)']]",belongs to
rs200150287,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs200150287,"[['CYP2C19', '(PA124)']]",belongs to
rs749678783,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs749678783,"[['CYP2C19', '(PA124)']]",belongs to
rs764137538,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs764137538,"[['CYP2C19', '(PA124)']]",belongs to
rs559628884,"[['CYP2C19', '(PA124)']]",belongs to
rs1349931378,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs1349931378,"[['CYP2C19', '(PA124)']]",belongs to
rs1267723490,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs1267723490,"[['CYP2C19', '(PA124)']]",belongs to
rs1463550071,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs1463550071,"[['CYP2C19', '(PA124)']]",belongs to
rs778258371,"[['CYP2C19', '(PA124)']]",belongs to
rs770829708,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs770829708,"[['CYP2C19', '(PA124)']]",belongs to
rs550527959,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs550527959,"[['CYP2C19', '(PA124)']]",belongs to
rs763625282,"[['mephenytoin', '(PA450373)'], ['omeprazole', '(PA450704)']]",decreased activity of
rs763625282,"[['CYP2C19', '(PA124)']]",belongs to
rs17878459,"[['celecoxib', '(PA448871)'], ['fluconazole', '(PA449653)'], ['fluvoxamine', '(PA449690)']]",increased sensitivity to
rs17878459,"[['CYP2C19', '(PA124)']]",belongs to
rs17878459,"[['fluoxetine', '(PA449673)']]",decreased sensitivity to
rs17878459,"[['CYP2C19', '(PA124)']]",belongs to
rs17878459,"[['CYP2C19', '(PA124)']]",belongs to
rs3758581,"[['fluvoxamine', '(PA449690)']]",increased sensitivity to
rs3758581,"[['CYP2C19', '(PA124)']]",belongs to
rs3758581,"[['CYP2C19', '(PA124)']]",belongs to
rs2298881,"[['ERCC1', '(PA155)']]",belongs to
rs10040363,"[['XRCC4', '(PA37423)']]",belongs to
rs2075685,"[['XRCC4', '(PA37423)']]",belongs to
rs12721627,"[['midazolam', '(PA450496)']]",decreased clearance of
rs12721627,"[['CYP3A4', '(PA130)']]",belongs to
"CYP2E1*7, CYP2E1*7A","[['CYP2E1', '(PA129)']]",belongs to
rs12248560,"[['CYP2C19', '(PA124)']]",belongs to
rs11545078,"[['methotrexate', '(PA450428)']]",decreased clearance of
rs11545078,"[['GGH', '(PA432)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs2229109,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs2229109,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs9282564,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs9282564,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs72552784,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs72552784,"[['ABCB1', '(PA267)']]",belongs to
rs10932125,"[['NRP2', '(PA31784)']]",belongs to
rs11572103,"[['paclitaxel', '(PA450761)']]",decreased clearance of
rs11572103,"[['CYP2C8', '(PA125)']]",belongs to
"UGT1A1*1, UGT1A1*28","[['raloxifene', '(PA451221)']]",decreased clearance of
"UGT1A1*1, UGT1A1*28","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A1*1, UGT1A1*28","[['UGT1A1', '(PA420)']]",belongs to
"UGT1A8*1a, UGT1A8*2","[['raloxifene', '(PA451221)']]",increased clearance of
"UGT1A8*1a, UGT1A8*2","[['UGT1A8', '(PA37183)']]",belongs to
rs188052243,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs188052243,"[['DPYD', '(PA145)']]",belongs to
rs1335150891,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs1335150891,"[['DPYD', '(PA145)']]",belongs to
rs56005131,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs56005131,"[['DPYD', '(PA145)']]",belongs to
rs1801160,"[['DPYD', '(PA145)']]",belongs to
rs59086055,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs59086055,"[['DPYD', '(PA145)']]",belongs to
rs148994843,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs148994843,"[['DPYD', '(PA145)']]",belongs to
rs748620513,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs748620513,"[['DPYD', '(PA145)']]",belongs to
rs748620513,"[['DPYD', '(PA145)']]",belongs to
rs1184321568,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs1184321568,"[['DPYD', '(PA145)']]",belongs to
rs72549306,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs72549306,"[['DPYD', '(PA145)']]",belongs to
rs72549306,"[['DPYD', '(PA145)']]",belongs to
rs143879757,"[['fluorouracil', '(PA128406956)']]",decreased catalytic activity of
rs143879757,"[['DPYD', '(PA145)']]",belongs to
rs143879757,"[['DPYD', '(PA145)']]",belongs to
rs1212037891,"[['DPYD', '(PA145)']]",belongs to
rs16947,"[['dextromethorphan', '(PA449273)']]",decreased metabolism of
rs16947,"[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*22, CYP2D6*26, CYP2D6*48","[['primaquine', '(PA451103)']]",increased clearance of
"CYP2D6*1, CYP2D6*22, CYP2D6*26, CYP2D6*48","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*2, CYP2D6*23, CYP2D6*24","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*14, CYP2D6*27, CYP2D6*33, CYP2D6*70, CYP2D6*9","[['primaquine', '(PA451103)']]",decreased clearance of
"CYP2D6*1, CYP2D6*14, CYP2D6*27, CYP2D6*33, CYP2D6*70, CYP2D6*9","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*17, CYP2D6*18, CYP2D6*35, CYP2D6*39, CYP2D6*53","[['primaquine', '(PA451103)']]",decreased clearance of
"CYP2D6*1, CYP2D6*17, CYP2D6*18, CYP2D6*35, CYP2D6*39, CYP2D6*53","[['CYP2D6', '(PA128)']]",belongs to
"CYP2D6*1, CYP2D6*10, CYP2D6*114, CYP2D6*12, CYP2D6*25, CYP2D6*28, CYP2D6*29, CYP2D6*30, CYP2D6*31, CYP2D6*32, CYP2D6*34, CYP2D6*36, CYP2D6*37, CYP2D6*40, CYP2D6*43, CYP2D6*45, CYP2D6*46, CYP2D6*47, CYP2D6*49, CYP2D6*50, CYP2D6*51, CYP2D6*52, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*61, CYP2D6*63, CYP2D6*64, CYP2D6*65, CYP2D6*7, CYP2D6*71, CYP2D6*72, CYP2D6*75","[['primaquine', '(PA451103)']]",decreased enzyme activity of
"CYP2D6*1, CYP2D6*10, CYP2D6*114, CYP2D6*12, CYP2D6*25, CYP2D6*28, CYP2D6*29, CYP2D6*30, CYP2D6*31, CYP2D6*32, CYP2D6*34, CYP2D6*36, CYP2D6*37, CYP2D6*40, CYP2D6*43, CYP2D6*45, CYP2D6*46, CYP2D6*47, CYP2D6*49, CYP2D6*50, CYP2D6*51, CYP2D6*52, CYP2D6*54, CYP2D6*55, CYP2D6*57, CYP2D6*61, CYP2D6*63, CYP2D6*64, CYP2D6*65, CYP2D6*7, CYP2D6*71, CYP2D6*72, CYP2D6*75","[['CYP2D6', '(PA128)']]",belongs to
rs11861379,"[['ABCC11', '(PA24393)']]",belongs to
rs7158782,"[['estradiol', '(PA449503)']]",increased expression of
rs7158782,"[['TCL1A', '(PA36400)']]",belongs to
rs7158782,"[['estradiol', '(PA449503)']]",increased expression of
rs7158782,"[['TCL1A', '(PA36400)']]",belongs to
rs7159713,"[['estradiol', '(PA449503)']]",increased expression of
rs7159713,"[['TCL1A', '(PA36400)']]",belongs to
rs7159713,"[['estradiol', '(PA449503)']]",increased expression of
rs7159713,"[['TCL1A', '(PA36400)']]",belongs to
rs7159713,"[['estradiol', '(PA449503)']]",increased expression of
rs7159713,"[['TCL1A', '(PA36400)']]",belongs to
rs11849538,"[['estradiol', '(PA449503)']]",increased expression of
rs11849538,"[['estradiol', '(PA449503)']]",increased expression of
rs1007888,"[['GSTT1', '(PA183)']]",belongs to
rs36210421,"[['KCNH2', '(PA212)']]",belongs to
rs8020368,"[['SYNE3', '(PA134931380)']]",belongs to
rs2740574,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
rs8133052,"[['CBR3', '(PA26122)']]",belongs to
rs1056892,"[['CBR3', '(PA26122)']]",belongs to
rs1130169,"[['CD38', '(PA26214)']]",belongs to
rs9450278,"[['NT5E', '(PA31804)']]",belongs to
rs9597,"[['cisplatin', '(PA449014)'], ['irinotecan', '(PA450085)']]",increased expression of
rs9597,"[['UBE2I', '(PA37134)']]",belongs to
rs1143663,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased catalytic activity of
rs1143663,"[['CBR1', '(PA26121)'], ['SETD4', '(PA25814)']]",belongs to
rs41557318,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased catalytic activity of
rs41557318,"[['CBR1', '(PA26121)'], ['SETD4', '(PA25814)']]",belongs to
rs2835285,"[['daunorubicin', '(PA449212)'], ['doxorubicin', '(PA449412)']]",decreased catalytic activity of
rs2835285,"[['CBR3', '(PA26122)']]",belongs to
rs4987121,"[['doxorubicin', '(PA449412)']]",decreased catalytic activity of
rs4987121,"[['CBR3', '(PA26122)']]",belongs to
rs45445694,"[['tegafur', '(PA452620)']]",increased expression of
rs45445694,"[['TYMS', '(PA359)']]",belongs to
rs45445694,"[['TYMS', '(PA359)']]",belongs to
rs1058930,"[['paclitaxel', '(PA450761)']]",decreased catalytic activity of
rs1058930,"[['CYP2C8', '(PA125)']]",belongs to
rs45445694,"[['fluorouracil', '(PA128406956)']]",increased expression of
rs45445694,"[['TYMS', '(PA359)']]",belongs to
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to
rs71647872,"[['methylphenidate', '(PA450464)']]",decreased catalytic activity of
rs71647872,"[['CES1', '(PA107)']]",belongs to
rs430397,"[['HSPA5', '(PA29504)'], ['RABEPK', '(PA142671100)']]",belongs to
rs34241435,"[['aldosterone', '(PA164924487)'], ['insulin', 'recombinant', '(PA164744571)']]",increased transcription of
rs34241435,"[['SCNN1B', '(PA306)']]",belongs to
rs1902023,"[['lorazepam', '(PA450267)']]",decreased clearance of
rs1902023,"[['UGT2B15', '(PA37188)']]",belongs to
rs1057910,"[['losartan', '(PA450268)']]",decreased clearance of
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to
rs1801019,"[['UMPS', '(PA363)']]",belongs to
rs1801159,"[['fluorouracil', '(PA128406956)']]",decreased clearance of
rs1801159,"[['DPYD', '(PA145)']]",belongs to
rs61750900,"[['nicotine', '(PA450626)']]",decreased clearance of
rs61750900,"[['UGT2B10', '(PA37186)']]",belongs to
rs45511401,"[['ABCC1', '(PA244)']]",belongs to
rs712829,"[['EGFR', '(PA7360)']]",belongs to
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to
rs1045642,"[['ABCB1', '(PA267)']]",belongs to
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to
rs28364072,"[['FCER2', '(PA28058)']]",belongs to
rs56256500,"[['nicotine', '(PA450626)']]",decreased catalytic activity of
rs56256500,"[['CYP2A6', '(PA121)']]",belongs to
rs57098334,"[['SLC6A4', '(PA312)']]",belongs to
rs57098334,"[['SLC6A4', '(PA312)']]",belongs to
rs884742,"[['SLC22A3', '(PA330)']]",belongs to
rs761142,"[['GCLC', '(PA28612)']]",belongs to
rs34376145,"[['bumetanide', '(PA448682)']]",decreased transport of
rs34376145,"[['SLC17A3', '(PA35822)']]",belongs to
rs334558,"[['GSK3B', '(PA29009)']]",belongs to
rs9024,"[['doxorubicin', '(PA449412)']]",increased catalytic activity of
rs9024,"[['CBR1', '(PA26121)']]",belongs to
rs9024,"[['doxorubicin', '(PA449412)']]",increased catalytic activity of
rs9024,"[['CBR1', '(PA26121)']]",belongs to
rs2236225,"[['MTHFD1', '(PA31236)']]",belongs to
rs1801131,"[['methotrexate', '(PA450428)']]",increased catalytic activity of
rs1801131,"[['MTHFR', '(PA245)']]",belongs to
rs1801133,"[['MTHFR', '(PA245)']]",belongs to
rs1805087,"[['MTR', '(PA31272)']]",belongs to
rs1801394,"[['methotrexate', '(PA450428)']]",increased catalytic activity of
rs1801394,"[['FASTKD3', '(PA145148868)'], ['MTRR', '(PA31277)']]",belongs to
rs1979277,"[['methotrexate', '(PA450428)']]",increased catalytic activity of
rs1979277,"[['SHMT1', '(PA35753)']]",belongs to
rs45445694,"[['C18orf56', '(PA134956204)'], ['TYMS', '(PA359)']]",belongs to
rs1051266,"[['SLC19A1', '(PA327)']]",belongs to
rs1126757,"[['escitalopram', '(PA10074)']]",decreased expression of
rs1126757,"[['IL11', '(PA29781)']]",belongs to
rs2168047,"[['TMPRSS11E', '(PA142670729)']]",belongs to
rs4557343,"[['UGT2B4', '(PA360)']]",belongs to
rs2472507,"[['ABCA1', '(PA24373)']]",belongs to
rs2515629,"[['ABCA1', '(PA24373)']]",belongs to
rs4149297,"[['ABCA1', '(PA24373)']]",belongs to
rs11656365,"[['ABCA8', '(PA24383)']]",belongs to
rs2888327,"[['ABCA12', '(PA29604)']]",belongs to
rs10182702,"[['ABCA12', '(PA29604)']]",belongs to
rs2071543,"[['PSMB8', '(PA33890)'], ['TAP1', '(PA35021)'], ['TAP2', '(PA35022)']]",belongs to
rs9357155,"[['PSMB8', '(PA33890)'], ['TAP2', '(PA35022)']]",belongs to
rs4148866,"[['ABCB9', '(PA24391)']]",belongs to
rs12425009,"[['PITPNM2', '(PA134963002)']]",belongs to
rs4773866,"[['ABCC4', '(PA397)']]",belongs to
rs2185631,"[['ABCC10', '(PA24392)']]",belongs to
rs2487663,"[['ABCC10', '(PA24392)']]",belongs to
rs9394952,"[['ABCC10', '(PA24392)']]",belongs to
rs4898439,"[['PLXNB3', '(PA33431)']]",belongs to
rs17091297,"[['ABCD1', '(PA24396)'], ['BCAP31', '(PA128394569)']]",belongs to
rs4284427,"[['ABCD2', '(PA24401)']]",belongs to
rs10783969,"[['C12orf40', '(PA143485370)']]",belongs to
rs841698,"[['F3', '(PA158)']]",belongs to
rs4148981,"[['SLCO1A2', '(PA328)']]",belongs to
rs45445694,"[['fluorouracil', '(PA128406956)']]",increased expression of
rs45445694,"[['TYMS', '(PA359)']]",belongs to
rs532545,"[['CDA', '(PA98)']]",belongs to
rs602950,"[['CDA', '(PA98)']]",belongs to
rs2072671,"[['CDA', '(PA98)']]",belongs to
rs3215400,"[['CDA', '(PA98)']]",belongs to
rs12720461,"[['xenobiotics', '(PA452604)']]",decreased expression of
rs12720461,"[['CYP1A2', '(PA27093)']]",belongs to
rs71486745,"[['phenytoin', '(PA450947)']]",decreased expression of
rs71486745,"[['CYP2C9', '(PA126)']]",belongs to
rs12782374,"[['phenytoin', '(PA450947)']]",decreased expression of
rs12782374,"[['CYP2C9', '(PA126)']]",belongs to
rs12721613,"[['NR1I2', '(PA378)']]",belongs to
rs1464603,"[['midazolam', '(PA450496)']]",increased clearance of
rs1464603,"[['NR1I2', '(PA378)']]",belongs to
rs1464602,"[['midazolam', '(PA450496)']]",increased clearance of
rs1464602,"[['NR1I2', '(PA378)']]",belongs to
rs3812718,"[['SCN1A', '(PA301)']]",belongs to
rs1142345,"[['purine', 'analogues', '(PA452634)']]",decreased activity of
rs1142345,"[['TPMT', '(PA356)']]",belongs to
rs2413739,"[['purine', 'analogues', '(PA452634)']]",increased activity of
rs2413739,"[['PACSIN2', '(PA32897)']]",belongs to
rs10277,"[['SQSTM1', '(PA36109)']]",belongs to
rs36210421,"[['dofetilide', '(PA449389)']]",decreased catalytic activity of
rs36210421,"[['KCNH2', '(PA212)']]",belongs to
rs3814055,"[['NR1I2', '(PA378)']]",belongs to
rs1800566,"[['NQO1', '(PA31744)']]",belongs to
rs1800566,"[['NQO1', '(PA31744)']]",belongs to
rs2066853,"[['xenobiotics', '(PA452604)']]",increased expression of
rs2066853,"[['AHR', '(PA24641)']]",belongs to
rs2066853,"[['AHR', '(PA24641)']]",belongs to
rs2066853,"[['AHR', '(PA24641)']]",belongs to
rs2066853,"[['AHR', '(PA24641)']]",belongs to
rs75519181,"[['omeprazole', '(PA450704)'], ['xenobiotics', '(PA452604)']]",decreased expression of
rs75519181,"[['AHR', '(PA24641)']]",belongs to
rs6791924,"[['SCN5A', '(PA304)']]",belongs to
rs7626962,"[['SCN5A', '(PA304)']]",belongs to
rs7626962,"[['SCN5A', '(PA304)']]",belongs to
rs41313691,"[['SCN5A', '(PA304)']]",belongs to
rs1805125,"[['SCN5A', '(PA304)']]",belongs to
rs41315493,"[['SCN5A', '(PA304)']]",belongs to
rs1805124,"[['SCN5A', '(PA304)']]",belongs to
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to
rs8175347,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to
rs8175347,"[['SN-38', '(PA165110775)']]",increased enzyme activity of
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to
rs3760091,"[['SULT1A1', '(PA343)']]",belongs to
rs750155,"[['SULT1A1', '(PA343)']]",belongs to
rs1131596,"[['SLC19A1', '(PA327)']]",belongs to
rs5219,"[['KCNJ11', '(PA217)']]",belongs to
rs11849538,"[['estradiol', '(PA449503)']]",increased expression of
rs2369049,"[['estradiol', '(PA449503)']]",increased expression of
rs71647872,"[['trandolapril', '(PA451737)']]",decreased activity of
rs71647872,"[['CES1', '(PA107)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to
rs8175347,"[['UGT1A1', '(PA420)'], ['UGT1A10', '(PA37174)'], ['UGT1A3', '(PA37178)'], ['UGT1A4', '(PA37179)'], ['UGT1A5', '(PA37180)'], ['UGT1A6', '(PA37181)'], ['UGT1A7', '(PA37182)'], ['UGT1A8', '(PA37183)'], ['UGT1A9', '(PA419)']]",belongs to
rs4148323,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs4148323,"[['UGT1A1', '(PA420)']]",belongs to
rs35350960,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs35350960,"[['UGT1A9', '(PA419)']]",belongs to
rs11692021,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs11692021,"[['UGT1A9', '(PA419)']]",belongs to
rs34993780,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs34993780,"[['UGT1A9', '(PA419)']]",belongs to
rs72551344,"[['SN-38', '(PA165110775)']]",decreased enzyme activity of
rs72551344,"[['UGT1A9', '(PA419)']]",belongs to
rs4986907,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
rs12721634,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
rs4986908,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
rs12721627,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
rs4986909,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
CYP3A4*8,"[['CYP3A4', '(PA130)']]",belongs to
CYP3A4*11,"[['CYP3A4', '(PA130)']]",belongs to
rs4986908,"[['CYP3A', '(PA27114)'], ['CYP3A4', '(PA130)']]",belongs to
CYP3A4*7,"[['CYP3A4', '(PA130)']]",belongs to
CYP3A4*9,"[['CYP3A4', '(PA130)']]",belongs to
CYP3A4*12,"[['CYP3A4', '(PA130)']]",belongs to
rs1057910,"[['valproic', 'acid', '(PA451846)']]",decreased enzyme activity of
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to
rs1799853,"[['valproic', 'acid', '(PA451846)']]",decreased enzyme activity of
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to
rs2069514,"[['CYP1A2', '(PA27093)']]",belongs to
rs762551,"[['CYP1A2', '(PA27093)']]",belongs to
rs35694136,"[['CYP1A2', '(PA27093)']]",belongs to
CYP1A2*1K,"[['xenobiotics', '(PA452604)']]",decreased transcription of
CYP1A2*1K,"[['CYP1A2', '(PA27093)']]",belongs to
"CYP2A6*1A, CYP2A6*4A","[['CYP2A6', '(PA121)']]",belongs to
rs8192720,"[['CYP2A6', '(PA121)']]",belongs to
rs8192725,"[['CYP2A6', '(PA121)']]",belongs to
rs28399433,"[['CYP2A6', '(PA121)']]",belongs to
CYP2A6*1B1,"[['CYP2A6', '(PA121)']]",belongs to
rs111033610,"[['tegafur', '(PA452620)']]",decreased catalytic activity of
rs111033610,"[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*7","[['coumarin', '(PA134521193)']]",decreased catalytic activity of
"CYP2A6*1A, CYP2A6*7","[['CYP2A6', '(PA121)']]",belongs to
"CYP2A6*1A, CYP2A6*7","[['tegafur', '(PA452620)']]",decreased catalytic activity of
